time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-17T07:11:47.320Z,44.3035,-115.213,7.58,2.05,ml,9,70,0.25,0.26,mb,mb80470689,2020-10-17T14:44:21.750Z,"23 km WNW of Stanley, Idaho",earthquake,0.6,1.61,0.19,9,reviewed,mb,mb
2020-10-17T07:07:37.230Z,38.8156662,-122.8125,3.26,0.62,md,12,78,0.007947,0.03,nc,nc73471776,2020-10-17T07:30:04.090Z,"6km NW of The Geysers, CA",earthquake,0.36,1.1,0.35,2,automatic,nc,nc
2020-10-17T07:06:06.620Z,35.757,-117.579,3.49,0.62,ml,19,82,0.06052,0.18,ci,ci39665880,2020-10-19T15:16:24.197Z,"16km W of Searles Valley, CA",earthquake,0.25,0.72,0.165,9,reviewed,ci,ci
2020-10-17T07:03:37.722Z,67.7102,-136.6518,21.9,1.9,ml,,,,0.4,ak,ak020dddkr21,2020-10-30T03:53:31.139Z,"81 km WNW of Fort McPherson, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-10-17T06:51:30.570Z,44.6691667,-111.8848333,14.62,0.97,ml,9,126,0.168,0.28,mb,mb80470684,2020-10-17T14:06:15.890Z,"41 km NE of Spencer, Idaho",earthquake,0.94,1.73,0.068,6,reviewed,mb,mb
2020-10-17T06:46:23.358Z,60.9851,-141.1882,6.3,1.7,ml,,,,0.9,ak,ak020ddd8i2y,2020-10-30T03:53:30.870Z,"105 km ESE of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-17T06:44:18.928Z,39.6765,-119.9274,4.3,0.6,ml,11,76.76,0.074,0.12,nn,nn00779084,2020-10-31T01:33:56.617Z,"4 km E of Cold Springs, Nevada",earthquake,,2.3,0.47,6,reviewed,nn,nn
2020-10-17T06:41:57.890Z,38.8321648,-122.800499,2.35,0.95,md,15,71,0.01009,0.01,nc,nc73471771,2020-10-17T06:58:05.879Z,"7km W of Cobb, CA",earthquake,0.32,0.76,0.24,2,automatic,nc,nc
2020-10-17T06:41:46.866Z,61.4371,-151.5618,90.7,1.3,ml,,,,0.29,ak,ak020ddd7ha0,2020-10-30T03:53:30.627Z,"41 km NW of Beluga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-17T06:40:56.676Z,39.1996,-119.5906,5.9,0.5,ml,8,111.01,0.109,0.1332,nn,nn00781148,2020-10-31T00:10:39.690Z,"4 km S of Dayton, Nevada",earthquake,,5.1,0.25,4,reviewed,nn,nn
2020-10-17T06:34:14.550Z,33.2496667,-116.3248333,11.09,0.8,ml,25,49,0.07954,0.19,ci,ci39665864,2020-10-17T16:28:29.509Z,"5km E of Borrego Springs, CA",earthquake,0.32,0.51,0.107,14,reviewed,ci,ci
2020-10-17T06:33:18.620Z,35.8566667,-117.6811667,6.37,0.53,ml,12,81,0.0793,0.09,ci,ci39665856,2020-10-17T16:29:04.512Z,"22km ESE of Little Lake, CA",earthquake,0.24,0.55,0.071,6,reviewed,ci,ci
2020-10-17T06:29:34.120Z,36.0308333,-120.5988333,4.85,2.28,md,43,125,0.05478,0.08,nc,nc73471766,2020-10-27T04:48:07.672Z,"21km NW of Parkfield, CA",earthquake,0.26,0.31,0.147,35,reviewed,nc,nc
2020-10-17T06:16:48.270Z,35.88,-117.6925,9.07,0.96,ml,18,76,0.07589,0.1,ci,ci39665840,2020-10-17T16:29:51.650Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.49,0.206,14,reviewed,ci,ci
2020-10-17T06:15:11.520Z,37.6335,-118.8968333,2.75,0.97,md,18,84,0.008829,0.08,nc,nc73471761,2020-10-17T16:34:07.601Z,"7km E of Mammoth Lakes, CA",earthquake,0.26,0.53,0.249,14,reviewed,nc,nc
2020-10-17T06:09:41.630Z,38.8088341,-122.7368317,1.99,1.13,md,19,124,0.01967,0.04,nc,nc73471756,2020-10-17T07:19:05.027Z,"2km SW of Cobb, CA",earthquake,0.31,0.59,0.23,3,automatic,nc,nc
2020-10-17T06:09:31.960Z,38.15,-117.9968,6.7,0.7,ml,13,140.02,0.034,0.08,nn,nn00779081,2020-10-17T06:45:26.463Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-10-17T06:03:05.908Z,40.6997,-119.4399,13.5,1.7,ml,6,205.61,0.575,0.2133,nn,nn00781146,2020-10-31T00:01:21.015Z,"8 km NW of Gerlach, Nevada",earthquake,,2.2,0.27,5,reviewed,nn,nn
2020-10-17T05:58:20.410Z,61.7569,-149.9543,46,1,ml,,,,0.47,ak,ak020ddcpmtr,2020-10-30T03:53:30.382Z,"4 km ENE of Willow, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-17T05:54:30.821Z,61.8077,-150.0843,41.5,1.1,ml,,,,0.47,ak,ak020ddcosql,2020-10-30T03:53:30.128Z,"7 km NNW of Willow, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-17T05:38:56.190Z,33.4886667,-116.408,9.73,0.7,ml,50,59,0.1236,0.16,ci,ci39665824,2020-10-19T15:43:23.350Z,"21km SSW of La Quinta, CA",earthquake,0.16,0.36,0.215,23,reviewed,ci,ci
2020-10-17T05:38:25.510Z,36.4463333,-121.4633333,6.53,1.36,md,24,50,0.04635,0.08,nc,nc73471746,2020-10-27T03:47:04.265Z,"7km SSW of Gonzales, CA",earthquake,0.2,0.46,0.307,22,reviewed,nc,nc
2020-10-17T05:29:30.690Z,38.1968,-117.736,12.8,1.6,ml,20,122.91,0.028,0.07,nn,nn00779077,2020-10-17T05:35:48.246Z,"39 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-10-17T05:26:49.854Z,59.9778,-139.4213,0,1.7,ml,,,,0.3,ak,ak020ddciubw,2020-10-30T03:53:29.871Z,"50 km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-10-17T05:22:45.910Z,38.1613,-117.9307,12.8,1.1,ml,12,72.41,0.021,0.14,nn,nn00779076,2020-10-17T05:30:06.569Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-10-17T05:17:01.651Z,44.3086,-115.1203,10,2.7,ml,,65,0.3,0.38,us,us6000c8zn,2020-10-29T07:27:16.040Z,"17 km NW of Stanley, Idaho",earthquake,2.4,2,0.055,44,reviewed,us,us
2020-10-17T05:04:09.954Z,44.3605,-115.1765,10,2.5,ml,,62,0.31,0.66,us,us6000c8zu,2020-10-29T07:26:28.040Z,"24 km NW of Stanley, Idaho",earthquake,1.4,2,0.064,32,reviewed,us,us
2020-10-17T05:03:25.165Z,58.8335,-153.6815,4.7,1.1,ml,,,,0.54,ak,ak020ddcdutg,2020-10-30T03:53:48.486Z,"92 km SE of Kokhanok, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-17T05:01:40.356Z,55.1659,-158.3567,25.5,1.9,ml,,,,0.51,ak,ak020ddcdgk3,2020-10-30T03:53:48.261Z,"96 km SSE of Perryville, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-10-17T04:49:44.010Z,38.1665,-118.0658,0.1,0.7,ml,11,206.46,0.055,0.16,nn,nn00779075,2020-10-17T05:23:45.834Z,"25 km S of Mina, Nevada",earthquake,,15.2,,,automatic,nn,nn
2020-10-17T04:44:59.680Z,44.4228333,-110.4231667,2.4,0.83,md,7,143,0.09259,0.17,uu,uu60414782,2020-10-19T18:06:02.160Z,"60 km ESE of West Yellowstone, Montana",earthquake,0.61,12.13,0.147,4,reviewed,uu,uu
2020-10-17T04:42:09.042Z,66.3388,-157.3637,0.9,1.8,ml,,,,0.77,ak,ak020ddc0qyc,2020-10-30T03:53:29.624Z,"62 km S of Shungnak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-17T04:35:50.130Z,36.48616667,-98.7285,8.14,1.09,ml,31,57,0.013497351,0.12,ok,ok2020ukez,2020-10-19T16:11:05.897Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.3,0.16,8,reviewed,ok,ok
2020-10-17T04:29:55.906Z,61.5167,-151.979,4.1,1.1,ml,,,,0.76,ak,ak020ddby278,2020-10-30T03:53:29.378Z,"61 km SSW of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-17T04:20:19.000Z,35.8805,-117.7121667,6.67,0.55,ml,9,66,0.08359,0.06,ci,ci39665816,2020-10-17T16:30:12.667Z,"19km ESE of Little Lake, CA",earthquake,0.2,0.73,0.108,5,reviewed,ci,ci
2020-10-17T04:12:13.594Z,62.7561,-152.7331,2.5,0.9,ml,,,,0.67,ak,ak020ddbubvw,2020-10-30T03:53:29.144Z,"88 km ESE of Nikolai, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-17T04:11:23.060Z,47.2105,-122.1726667,15.61,0.72,md,12,238,0.1274,0.09,uw,uw61683612,2020-10-19T22:26:35.750Z,"3 km NNE of Bonney Lake, Washington",earthquake,0.54,0.73,0.179482213,9,reviewed,uw,uw
2020-10-17T04:09:50.320Z,18.0053,-66.7978,14,2.31,md,22,147,0.0868,0.14,pr,pr2020291002,2020-10-17T04:32:24.869Z,"1 km SSW of Guayanilla, Puerto Rico",earthquake,0.44,0.32,0.18,9,reviewed,pr,pr
2020-10-17T03:54:24.640Z,48.74033333,-121.8873333,-0.96,1.2,ml,4,194,0.04442,0.06,uw,uw61501233,2020-10-19T21:55:23.230Z,"17 km SSE of Glacier, Washington",earthquake,0.68,1.54,0.070910563,2,reviewed,uw,uw
2020-10-17T03:29:47.390Z,17.9623,-66.7378,15,2.03,md,13,196,0.142,0.11,pr,pr2020291001,2020-10-17T04:20:10.645Z,"4 km SSW of Tallaboa, Puerto Rico",earthquake,0.57,0.49,0.15,5,reviewed,pr,pr
2020-10-17T03:28:31.190Z,38.1612,-117.8778,10.9,0.6,ml,10,115.06,0.018,0.05,nn,nn00779073,2020-10-17T04:51:45.809Z,"32 km SE of Mina, Nevada",earthquake,,2.6,,,automatic,nn,nn
2020-10-17T03:10:24.120Z,38.839,-122.8236667,2.31,1.18,md,44,65,0.00924,0.04,nc,nc73471721,2020-10-27T02:27:07.263Z,"9km WNW of Cobb, CA",earthquake,0.14,0.26,0.204,10,reviewed,nc,nc
2020-10-17T03:08:20.030Z,19.46033287,-155.5991669,-2.359999895,2.38,ml,37,62,,0.270000011,hv,hv72184001,2020-10-17T03:13:53.740Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.349999994,0.62,8,automatic,hv,hv
2020-10-17T02:59:03.175Z,44.3721,-115.1885,10,2.4,ml,,61,0.314,0.93,us,us6000c8zv,2020-11-13T03:28:37.040Z,"26 km NW of Stanley, Idaho",earthquake,1.7,2,0.074,24,reviewed,us,us
2020-10-17T02:53:52.030Z,38.8346667,-122.8083333,2.38,1.39,md,46,35,0.01134,0.04,nc,nc73471711,2020-10-27T02:02:05.090Z,"8km W of Cobb, CA",earthquake,0.13,0.24,0.131,11,reviewed,nc,nc
2020-10-17T02:45:20.080Z,35.8008333,-117.6195,6.47,1.18,ml,20,92,0.02325,0.18,ci,ci39665776,2020-10-17T16:30:32.445Z,"20km W of Searles Valley, CA",earthquake,0.39,0.65,0.186,14,reviewed,ci,ci
2020-10-17T02:43:25.278Z,58.3618,-154.5097,9.1,0.5,ml,,,,0.27,ak,ak020ddau4my,2020-11-04T23:54:10.080Z,"88 km N of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-17T02:43:02.862Z,53.954,-166.3592,13.2,1,ml,,,,0.44,ak,ak020ddau32v,2020-10-30T03:53:28.916Z,"13 km ENE of Dutch Harbor, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-10-17T02:35:04.400Z,19.15633392,-155.4798279,31.55999947,2.11999989,md,35,133,,0.150000006,hv,hv72183926,2020-10-17T02:38:08.230Z,"5 km S of PÄhala, Hawaii",earthquake,0.82,1.08000004,0.430000007,17,automatic,hv,hv
2020-10-17T02:27:48.480Z,33.0478333,-116.3848333,3.55,0.66,ml,19,106,0.1155,0.18,ci,ci39665768,2020-10-17T16:31:05.007Z,"20km E of Julian, CA",earthquake,0.37,1.32,0.047,8,reviewed,ci,ci
2020-10-17T02:27:41.671Z,61.3712,-150.0797,39.5,1.6,ml,,,,0.48,ak,ak020ddaqqef,2020-10-30T03:53:28.438Z,"5 km WNW of Point MacKenzie, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-10-17T02:23:31.650Z,38.2157,-117.8415,0.7,1.5,ml,14,86.32,0.038,0.3,nn,nn00779070,2020-10-17T03:13:26.686Z,"30 km SE of Mina, Nevada",earthquake,,11.2,,,automatic,nn,nn
2020-10-17T02:21:41.690Z,18.0311,-66.7996,16,2.66,md,22,112,0.0973,0.13,pr,pr2020291000,2020-10-17T03:29:36.807Z,"1 km NNW of Guayanilla, Puerto Rico",earthquake,0.34,0.45,0.24,14,reviewed,pr,pr
2020-10-17T02:19:25.130Z,19.36450005,-155.420166,9.529999733,1.95000005,md,41,56,,0.119999997,hv,hv72183921,2020-10-17T02:22:34.440Z,"18 km NNE of PÄhala, Hawaii",earthquake,0.37,0.899999976,0.5,29,automatic,hv,hv
2020-10-17T02:04:35.247Z,55.9833,-149.8763,10,3,ml,,234,2.258,0.64,us,us6000c8wl,2020-11-13T02:57:35.040Z,"233 km SE of Chiniak, Alaska",earthquake,10,2,0.064,32,reviewed,us,us
2020-10-17T01:59:41.830Z,35.8793333,-117.6783333,4.6,0.6,ml,19,47,0.07209,0.11,ci,ci39665752,2020-10-19T15:11:03.165Z,"22km ESE of Little Lake, CA",earthquake,0.15,0.3,0.22,9,reviewed,ci,ci
2020-10-17T01:56:04.800Z,61.2569,-147.8024,0,1.1,ml,,,,0.51,ak,ak020ddabfs0,2020-10-30T03:53:48.043Z,"61 km S of Glacier View, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-10-17T01:54:30.710Z,19.34133339,-155.1985016,-0.460000008,1.95,ml,46,84,,0.150000006,hv,hv72183881,2020-10-17T01:59:58.700Z,"11 km SSE of Volcano, Hawaii",earthquake,0.3,0.25,0.28,10,automatic,hv,hv
2020-10-17T01:42:52.640Z,38.7858333,-122.9026667,4.39,0.56,md,16,219,0.03035,0.02,nc,nc73471706,2020-10-27T04:41:07.625Z,"10km ESE of Cloverdale, CA",earthquake,0.6,0.95,0.07,3,reviewed,nc,nc
2020-10-17T01:28:32.682Z,58.84,-153.7458,2.6,1.1,ml,,,,0.39,ak,ak020dda5hvo,2020-10-30T03:53:47.823Z,"89 km SE of Kokhanok, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-17T01:24:55.461Z,38.7731,-119.5586,11.4,1.3,ml,23,53.94,0.127,0.1449,nn,nn00779061,2020-10-29T23:42:08.739Z,"6 km NW of Topaz Ranch Estates, Nevada",earthquake,,1,0.37,9,reviewed,nn,nn
2020-10-17T01:23:26.400Z,63.3543,-145.0828,7.5,0.7,ml,,,,0.36,ak,ak020dda49mc,2020-10-30T03:53:27.954Z,"39 km SSW of Dry Creek, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2020-10-17T01:21:23.500Z,54.61683333,-163.6028333,3.73,1.53,ml,5,285,,0.17,av,av91009853,2020-10-19T18:47:31.290Z,"29 km SSW of False Pass, Alaska",earthquake,1.07,3.73,0.412259299,3,reviewed,av,av
2020-10-17T01:16:17.850Z,58.8509,-153.6617,7.9,1.1,ml,,,,0.58,ak,ak020dda2w55,2020-10-30T03:53:47.601Z,"91 km SE of Kokhanok, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-10-17T01:01:13.513Z,60.5878,-143.9049,10,1.2,ml,,,,0.38,ak,ak020dd9zo20,2020-10-30T03:53:27.476Z,"101 km E of Cordova, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-10-17T00:58:30.490Z,39.5141667,-123.3833333,5.68,1.66,md,16,72,0.05741,0.05,nc,nc73471696,2020-10-27T01:37:04.941Z,"8km N of Brooktrails, CA",earthquake,0.25,0.66,0.095,11,reviewed,nc,nc
2020-10-17T00:52:44.029Z,62.6895,-151.5089,1.7,1.2,ml,,,,0.72,ak,ak020dd9p8cf,2020-10-30T03:53:27.237Z,"43 km WNW of Petersville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-17T00:50:42.470Z,38.1457,-117.9565,12.2,0.8,ml,10,121.71,0.016,0.04,nn,nn00779055,2020-10-17T00:54:44.423Z,"30 km SSE of Mina, Nevada",earthquake,,5.2,,,automatic,nn,nn
2020-10-17T00:44:56.240Z,37.5441667,-118.8343333,4.1,1.15,md,22,171,0.04597,0.04,nc,nc73471691,2020-10-17T03:12:04.459Z,"14km W of Toms Place, CA",earthquake,0.36,0.71,0.174,16,reviewed,nc,nc
2020-10-17T00:36:36.662Z,52.3125,-175.6808,185.17,2.9,ml,,209,0.321,0.16,us,us7000c7uj,2020-11-17T02:46:18.040Z,"81 km NE of Adak, Alaska",earthquake,13.1,11.4,0.115,10,reviewed,us,us
2020-10-17T00:32:45.605Z,59.7278,-150.6763,55.7,1.2,ml,,,,0.25,ak,ak020dd9ky6w,2020-10-30T03:53:26.532Z,"21 km SE of Fox River, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-10-17T00:22:31.770Z,35.8626667,-117.6771667,7.98,1.09,ml,33,41,0.07989,0.14,ci,ci39665704,2020-10-19T15:06:06.040Z,"22km ESE of Little Lake, CA",earthquake,0.14,0.37,0.167,16,reviewed,ci,ci
2020-10-17T00:19:59.850Z,35.98783333,-96.80433333,5,0.84,ml,32,99,0.006298764,0.2,ok,ok2020ujwo,2020-10-19T15:52:08.141Z,"3 km W of Cushing, Oklahoma",earthquake,,0.5,0.15,10,reviewed,ok,ok
2020-10-17T00:19:10.313Z,54.1803,-162.2932,10,2.5,ml,,204,0.928,0.21,us,us7000c7ui,2020-11-17T04:10:25.040Z,"98 km S of King Cove, Alaska",earthquake,2.1,1.9,0.097,14,reviewed,us,us
2020-10-17T00:16:40.417Z,59.7318,-136.6774,10,1.5,ml,,,,0.85,ak,ak020dd9hi4u,2020-10-30T03:53:26.072Z,"40 km NW of Mosquito Lake, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-17T00:14:40.704Z,61.0547,-148.2922,0,1.5,ml,,,,0.84,ak,ak020dd9h32o,2020-10-30T03:53:25.832Z,"37 km NE of Whittier, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-10-17T00:09:10.900Z,38.7955017,-122.8294983,-0.8,0.85,md,8,182,0.02528,0.15,nc,nc73471681,2020-10-17T00:43:04.518Z,"7km WNW of The Geysers, CA",earthquake,1.49,4.11,0.06,2,automatic,nc,nc
2020-10-17T00:08:53.510Z,38.8033333,-122.8216629,2.46,0.82,md,16,75,0.008064,0.03,nc,nc73471676,2020-10-17T01:31:05.836Z,"6km WNW of The Geysers, CA",earthquake,0.33,0.67,0.1,2,automatic,nc,nc
2020-10-17T00:02:02.580Z,19.48466682,-155.5874939,-1.379999995,2.19000006,md,12,113,,0.150000006,hv,hv72183736,2020-10-17T00:25:02.880Z,"29 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.59,0.25,2.18000007,6,automatic,hv,hv
2020-10-17T00:00:27.872Z,54.4556,-163.233,8.86,2.8,ml,,199,0.515,0.41,us,us6000c8w7,2020-11-16T22:27:35.040Z,"45 km SSE of False Pass, Alaska",earthquake,2.6,11.6,0.115,10,reviewed,us,us
2020-10-16T23:47:33.983Z,60.2342,-150.828,49.9,1.8,ml,,,,0.43,ak,ak020dbztrcs,2020-10-28T23:06:13.350Z,"27 km ESE of Kasilof, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-16T23:46:34.540Z,38.8011665,-122.817337,2.91,0.55,md,13,103,0.01203,0.02,nc,nc73471671,2020-10-17T00:22:04.411Z,"6km WNW of The Geysers, CA",earthquake,0.36,0.81,,1,automatic,nc,nc
2020-10-16T23:43:45.570Z,33.0526667,-115.5803333,9.73,1.41,ml,30,57,0.01443,0.26,ci,ci39665656,2020-10-19T14:37:39.947Z,"4km ENE of Westmorland, CA",earthquake,0.29,0.43,0.212,14,reviewed,ci,ci
2020-10-16T23:43:21.620Z,33.0596667,-115.5888333,7.42,1.18,ml,23,48,0.02213,0.22,ci,ci37458221,2020-10-19T15:52:18.495Z,"4km NE of Westmorland, CA",earthquake,0.32,0.45,0.199,15,reviewed,ci,ci
2020-10-16T23:37:34.460Z,34.0083333,-116.896,17.62,0.72,ml,27,75,0.05481,0.15,ci,ci39665648,2020-10-19T14:47:44.587Z,"9km N of Banning, CA",earthquake,0.23,0.49,0.213,12,reviewed,ci,ci
2020-10-16T23:36:07.100Z,38.8036667,-122.8158333,2.86,1.55,md,46,62,0.01165,0.04,nc,nc73471656,2020-10-27T00:15:06.362Z,"6km WNW of The Geysers, CA",earthquake,0.14,0.27,0.113,12,reviewed,nc,nc
2020-10-16T23:17:41.447Z,62.0563,-148.3058,20,2.4,ml,,,,0.64,ak,ak020dbznce8,2020-11-17T04:07:47.040Z,"30 km NNE of Chickaloon, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-16T23:09:28.929Z,64.9816,-147.3621,0,1.9,ml,,,,0.54,ak,ak020dbzllsx,2020-10-28T23:06:12.793Z,"12 km ENE of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2020-10-16T23:04:47.530Z,19.21516609,-155.3648376,33.66999817,2.01999998,md,48,159,,0.129999995,hv,hv72183651,2020-10-16T23:08:07.180Z,"12 km E of PÄhala, Hawaii",earthquake,0.6,0.879999995,1.75,34,automatic,hv,hv
2020-10-16T22:55:37.400Z,59.9972,-152.7491,93.5,1.7,ml,,,,0.4,ak,ak020dbza1rc,2020-10-28T23:06:12.533Z,"56 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-16T22:55:21.840Z,44.31,-115.172,5.88,1.76,ml,8,107,0.274,0.24,mb,mb80470579,2020-10-16T23:38:35.770Z,"21 km WNW of Stanley, Idaho",earthquake,0.61,2.17,0.171,8,reviewed,mb,mb
2020-10-16T22:54:31.651Z,66.2658,-157.1797,2.2,1.5,ml,,,,0.63,ak,ak020dbz9tn7,2020-10-28T23:06:12.291Z,"69 km S of Shungnak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-10-16T22:52:50.990Z,43.542,-123.2183333,-0.35,1.49,ml,11,82,0.09346,0.32,uw,uw61683497,2020-10-19T20:04:01.710Z,"8 km SE of Yoncalla, Oregon",explosion,0.63,31.61,0.075835787,5,reviewed,uw,uw
2020-10-16T22:43:30.030Z,64.067,-136.0285,5,1.5,ml,,,,0.61,ak,ak020dbz7glk,2020-10-28T23:06:12.056Z,"166 km E of Dawson City, Canada",earthquake,,0,,,reviewed,ak,ak
2020-10-16T22:41:48.616Z,60.1828,-141.356,0,1.3,ml,,,,0.62,ak,ak020dbz72in,2020-11-04T23:58:55.026Z,"115 km NW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-10-16T22:40:48.630Z,38.3432,-118.2022,16.1,1.5,ml,15,149.41,0.222,0.06,nn,nn00779045,2020-10-16T22:52:49.552Z,"9 km WSW of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-10-16T22:39:11.431Z,58.5561,-139.0031,13.5,2.1,ml,,,,0.58,ak,ak020dbz6ka1,2020-11-04T23:58:56.451Z,"117 km SSE of Yakutat, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2020-10-16T22:28:07.310Z,35.9342,-115.112,7.4,2,ml,13,231.62,0.573,0.3,nn,nn00779044,2020-10-17T03:09:16.309Z,"15 km SE of Enterprise, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-10-16T22:27:17.873Z,63.9371,-149.0003,1.8,2.8,ml,,,,0.72,ak,ak020dbz407i,2020-11-17T04:00:56.040Z,"9 km N of Healy, Alaska",explosion,,0.2,,,reviewed,ak,ak
2020-10-16T22:13:05.239Z,60.834,-146.3447,16.7,1.1,ml,,,,0.5,ak,ak020dbz0z8b,2020-10-28T23:06:14.565Z,"18 km E of Tatitlek, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-10-16T22:11:03.962Z,63.175,-150.8849,132,1.7,ml,,,,0.54,ak,ak020dbz0jvp,2020-10-28T23:06:11.253Z,"58 km SE of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-16T22:09:58.860Z,38.8411674,-122.8389969,1.56,0.57,md,10,100,0.003761,0.01,nc,nc73471646,2020-10-16T22:31:04.677Z,"10km NW of The Geysers, CA",earthquake,0.39,0.73,,1,automatic,nc,nc
2020-10-16T22:09:08.189Z,36.4455,-98.78733333,8.21,1.5,ml,43,135,0.011697705,0.14,ok,ok2020ujsg,2020-10-19T13:40:57.899Z,"17 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.22,16,reviewed,ok,ok
2020-10-16T22:09:04.070Z,33.0486667,-115.5813333,5.71,1.69,ml,18,61,0.01039,0.23,ci,ci39665624,2020-10-19T17:12:40.810Z,"4km ENE of Westmorland, CA",earthquake,0.45,0.69,0.202,27,reviewed,ci,ci
2020-10-16T22:02:22.140Z,34.1971667,-117.3841667,10.8,0.94,ml,26,54,0.0166,0.17,ci,ci39665616,2020-10-16T22:30:09.543Z,"3km SSE of Devore, CA",earthquake,0.31,0.45,0.086,14,reviewed,ci,ci
2020-10-16T22:01:56.290Z,35.7483333,-120.2973333,6.74,1.04,md,29,101,0.0425,0.07,nc,nc73471641,2020-10-18T05:15:08.564Z,"3km N of Cholame, CA",earthquake,0.25,0.31,0.218,12,reviewed,nc,nc
2020-10-16T21:58:44.890Z,38.8030014,-122.8174973,3.09,0.55,md,8,127,0.01084,0.02,nc,nc73471636,2020-10-16T22:20:05.607Z,"6km WNW of The Geysers, CA",earthquake,0.67,1.36,,1,automatic,nc,nc
2020-10-16T21:55:11.640Z,35.9753333,-117.3968333,2.74,0.88,ml,17,160,0.1113,0.1,ci,ci39665600,2020-10-16T22:54:48.345Z,"23km N of Searles Valley, CA",earthquake,0.26,0.8,0.097,8,reviewed,ci,ci
2020-10-16T21:52:51.071Z,60.0396,-140.1122,16.8,1.4,ml,,,,0.63,ak,ak020dbyo03y,2020-10-28T23:06:11.006Z,"58 km NNW of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-16T21:52:31.760Z,38.1383,-118.0105,7.1,0.8,ml,14,167.45,0.04,0.12,nn,nn00779037,2020-10-16T21:57:50.899Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-10-16T21:48:14.638Z,59.9474,-140.6145,10.1,1.3,ml,,,,0.61,ak,ak020dbyn2ev,2020-10-28T23:06:14.334Z,"66 km NW of Yakutat, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-16T21:46:26.882Z,61.5252,-149.9277,47.2,1.1,ml,,,,0.46,ak,ak020dbymnxc,2020-10-28T23:06:14.102Z,"1 km ENE of Big Lake, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-10-16T21:39:38.780Z,36.40483333,-98.14466667,6.97,1.31,ml,49,88,0.079184461,0.25,ok,ok2020ujrg,2020-10-19T15:38:16.460Z,"3 km NE of Meno, Oklahoma",earthquake,,0.6,0.2,15,reviewed,ok,ok
2020-10-16T21:25:52.050Z,44.3218333,-115.1938333,7.05,1.57,ml,7,125,0.273,0.24,mb,mb80470539,2020-10-16T22:20:02.160Z,"23 km WNW of Stanley, Idaho",earthquake,0.61,2.47,0.215,6,reviewed,mb,mb
